eventIndex,eventId,title,chronology,summary,locations,people,likelyImageSubjects,recommendedTrustedDomains,suggestedSearchQueries,discoveryStatus,historicalVerificationSources,imageCandidate1,imageCandidate2,unresolvedReason,mojibakeSuspected
79,hoat-dong-doi-ngoai-phan-chau-trinh,Hoạt động đối ngoại của Phan Châu Trinh,Từ năm 1911,"Hoạt động đối ngoại của Phan Châu Trinh diễn ra chủ yếu ở Pháp với mục đích vận động cải cách cho Việt Nam. Năm 1911, Phan Châu Trinh sang Pháp, tiếp xúc với một số nhóm Việt kiều, tổ chức, đảng phái tiến bộ, nhiều lần gửi kiến nghị đến các thành viên của Chính phủ Pháp..., phê phán chính quyền thực dân, thức tỉnh dư luận Pháp về tình hình Việt Nam. Phan Châu Trinh đóng vai trò quan trọng trong việc thành lập và hoạt động của một số tổ chức yêu nước Việt Nam tại Pháp.","[""Việt Nam"", ""Pháp""]",[],"[""Hoạt động đối ngoại của Phan Châu Trinh"", ""Hoạt động đối ngoại của Phan Châu Trinh Từ năm 1911"", ""Hoạt động đối ngoại của Phan Châu Trinh Việt Nam"", ""Hoạt động đối ngoại của Phan Châu Trinh Mục đích: vận động cải cách cho Việt Nam Tiếp xúc với Việt kiều, tổ chức, đảng phái tiến bộ"", ""Hoạt động đối ngoại của Phan Châu Trinh ảnh tư liệu"", ""Hoạt động đối ngoại của Phan Châu Trinh chân dung""]","[""baotanglichsu.vn"", ""luutru.gov.vn"", ""hochiminh.vn"", ""nhandan.vn"", ""qdnd.vn"", ""vietnamplus.vn"", ""gallica.bnf.fr"", ""loc.gov""]","[""Hoạt động đối ngoại của Phan Châu Trinh"", ""Hoạt động đối ngoại của Phan Châu Trinh Từ năm 1911"", ""Hoạt động đối ngoại của Phan Châu Trinh Việt Nam"", ""Hoạt động đối ngoại của Phan Châu Trinh Mục đích: vận động cải cách cho Việt Nam Tiếp xúc với Việt kiều, tổ chức, đảng phái tiến bộ"", ""Hoạt động đối ngoại của Phan Châu Trinh ảnh tư liệu"", ""Hoạt động đối ngoại của Phan Châu Trinh chân dung""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
80,phan-boi-chau-ve-trung-quoc-1911,Phan Bội Châu về hoạt động ở Trung Quốc,Năm 1911,"Năm 1911, Phan Bội Châu quyết định về hoạt động ở Trung Quốc. Đầu năm 1912, Phan Bội Châu thành lập Việt Nam Quang phục hội và tham gia thành lập Chấn Hoa Hưng Á, nhằm đánh đuổi thực dân Pháp, giành độc lập. Tại đây, Phan Bội Châu cử người liên lạc với một số tổ chức, đại diện nước ngoài như Công sứ Đức, Đại sứ quán Nga,... để tìm kiếm sự giúp đỡ cho phong trào đấu tranh chống Pháp ở Việt Nam.","[""Nga"", ""Việt Nam"", ""Đức"", ""Trung Quốc""]",[],"[""Phan Bội Châu về hoạt động ở Trung Quốc"", ""Phan Bội Châu về hoạt động ở Trung Quốc Năm 1911"", ""Phan Bội Châu về hoạt động ở Trung Quốc Nga"", ""Phan Bội Châu về hoạt động ở Trung Quốc Liên lạc với Công sứ Đức, Đại sứ quán Nga Diễn ra năm 1911"", ""Phan Bội Châu về hoạt động ở Trung Quốc ảnh tư liệu"", ""Phan Bội Châu về hoạt động ở Trung Quốc chân dung""]","[""baotanglichsu.vn"", ""luutru.gov.vn"", ""hochiminh.vn"", ""nhandan.vn"", ""qdnd.vn"", ""vietnamplus.vn"", ""gallica.bnf.fr"", ""loc.gov""]","[""Phan Bội Châu về hoạt động ở Trung Quốc"", ""Phan Bội Châu về hoạt động ở Trung Quốc Năm 1911"", ""Phan Bội Châu về hoạt động ở Trung Quốc Nga"", ""Phan Bội Châu về hoạt động ở Trung Quốc Liên lạc với Công sứ Đức, Đại sứ quán Nga Diễn ra năm 1911"", ""Phan Bội Châu về hoạt động ở Trung Quốc ảnh tư liệu"", ""Phan Bội Châu về hoạt động ở Trung Quốc chân dung""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
81,phan-chau-trinh-sang-phap-1911,Phan Châu Trinh sang Pháp,Năm 1911,"Năm 1911, Phan Châu Trinh sang Pháp, tiếp xúc với một số nhóm Việt kiều, tổ chức, đảng phái tiến bộ, nhiều lần gửi kiến nghị đến các thành viên của Chính phủ Pháp..., phê phán chính quyền thực dân, thức tỉnh dư luận Pháp về tình hình Việt Nam.","[""Việt Nam"", ""Pháp""]",[],"[""Phan Châu Trinh sang Pháp"", ""Phan Châu Trinh sang Pháp Năm 1911"", ""Phan Châu Trinh sang Pháp Việt Nam"", ""Phan Châu Trinh sang Pháp Tiếp xúc với Việt kiều, tổ chức, đảng phái tiến bộ Gửi kiến nghị đến Chính phủ Pháp"", ""Phan Châu Trinh sang Pháp ảnh tư liệu"", ""Phan Châu Trinh sang Pháp chân dung""]","[""baotanglichsu.vn"", ""luutru.gov.vn"", ""hochiminh.vn"", ""nhandan.vn"", ""qdnd.vn"", ""vietnamplus.vn"", ""gallica.bnf.fr"", ""loc.gov""]","[""Phan Châu Trinh sang Pháp"", ""Phan Châu Trinh sang Pháp Năm 1911"", ""Phan Châu Trinh sang Pháp Việt Nam"", ""Phan Châu Trinh sang Pháp Tiếp xúc với Việt kiều, tổ chức, đảng phái tiến bộ Gửi kiến nghị đến Chính phủ Pháp"", ""Phan Châu Trinh sang Pháp ảnh tư liệu"", ""Phan Châu Trinh sang Pháp chân dung""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
82,thanh-lap-viet-nam-quang-phuc-hoi-1912,Thành lập Việt Nam Quang phục hội và Chấn Hoa Hưng Á,Đầu năm 1912,"Đầu năm 1912, Phan Bội Châu thành lập Việt Nam Quang phục hội và tham gia thành lập Chấn Hoa Hưng Á, nhằm đánh đuổi thực dân Pháp, giành độc lập.","[""Trung Quốc""]",[],"[""Thành lập Việt Nam Quang phục hội và Chấn Hoa Hưng Á"", ""Thành lập Việt Nam Quang phục hội và Chấn Hoa Hưng Á Đầu năm 1912"", ""Thành lập Việt Nam Quang phục hội và Chấn Hoa Hưng Á Trung Quốc"", ""Thành lập Việt Nam Quang phục hội và Chấn Hoa Hưng Á Diễn ra đầu năm 1912 Mục tiêu: đánh đuổi thực dân Pháp, giành độc lập"", ""Thành lập Việt Nam Quang phục hội và Chấn Hoa Hưng Á ảnh tư liệu"", ""Thành lập Việt Nam Quang phục hội và Chấn Hoa Hưng Á chân dung""]","[""baotanglichsu.vn"", ""luutru.gov.vn"", ""hochiminh.vn"", ""nhandan.vn"", ""qdnd.vn"", ""vietnamplus.vn"", ""gallica.bnf.fr"", ""loc.gov""]","[""Thành lập Việt Nam Quang phục hội và Chấn Hoa Hưng Á"", ""Thành lập Việt Nam Quang phục hội và Chấn Hoa Hưng Á Đầu năm 1912"", ""Thành lập Việt Nam Quang phục hội và Chấn Hoa Hưng Á Trung Quốc"", ""Thành lập Việt Nam Quang phục hội và Chấn Hoa Hưng Á Diễn ra đầu năm 1912 Mục tiêu: đánh đuổi thực dân Pháp, giành độc lập"", ""Thành lập Việt Nam Quang phục hội và Chấn Hoa Hưng Á ảnh tư liệu"", ""Thành lập Việt Nam Quang phục hội và Chấn Hoa Hưng Á chân dung""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
83,chu-quyen-bien-dao-viet-nam-1919-1945,Chủ quyền biển đảo Việt Nam 1919-1945,Chủ quyền biển đảo Việt Nam 1919-1945,Nút collection dẫn xuất từ force_parent.json cho nhóm Chủ quyền biển đảo Việt Nam 1919-1945.,"[""Việt Nam""]",[],"[""Chủ quyền biển đảo Việt Nam 1919-1945"", ""Chủ quyền biển đảo Việt Nam 1919-1945 Chủ quyền biển đảo Việt Nam 1919-1945"", ""Chủ quyền biển đảo Việt Nam 1919-1945 Việt Nam"", ""Chủ quyền biển đảo Việt Nam 1919-1945 ảnh tư liệu"", ""Chủ quyền biển đảo Việt Nam 1919-1945 chân dung""]","[""hochiminh.vn"", ""tulieuvankien.dangcongsan.vn"", ""dangcongsan.vn"", ""baotanglichsu.vn"", ""nhandan.vn"", ""qdnd.vn"", ""vietnamplus.vn"", ""luutru.gov.vn""]","[""Chủ quyền biển đảo Việt Nam 1919-1945"", ""Chủ quyền biển đảo Việt Nam 1919-1945 Chủ quyền biển đảo Việt Nam 1919-1945"", ""Chủ quyền biển đảo Việt Nam 1919-1945 Việt Nam"", ""Chủ quyền biển đảo Việt Nam 1919-1945 ảnh tư liệu"", ""Chủ quyền biển đảo Việt Nam 1919-1945 chân dung""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
84,nguyen-ai-quoc-gui-yeu-sach-vec-xai,Nguyễn Ái Quốc gửi Yêu sách của nhân dân An Nam đến Hội nghị Véc-xai,Năm 1919,"Năm 1919, Nguyễn Tất Thành thay mặt những người Việt Nam yêu nước tại Pháp gửi tới Hội nghị Véc-xai bản Yêu sách của nhân dân An Nam, trong đó kí tên là Nguyễn Ái Quốc.","[""Hội nghị Véc-xai"", ""Pháp""]",[],"[""Nguyễn Ái Quốc gửi Yêu sách của nhân dân An Nam đến Hội nghị Véc-xai"", ""Nguyễn Ái Quốc gửi Yêu sách của nhân dân An Nam đến Hội nghị Véc-xai Năm 1919"", ""Nguyễn Ái Quốc gửi Yêu sách của nhân dân An Nam đến Hội nghị Véc-xai Hội nghị Véc-xai"", ""Nguyễn Ái Quốc gửi Yêu sách của nhân dân An Nam đến Hội nghị Véc-xai Kí tên Nguyễn Ái Quốc Thay mặt người Việt Nam yêu nước"", ""Nguyễn Ái Quốc gửi Yêu sách của nhân dân An Nam đến Hội nghị Véc-xai ảnh tư liệu"", ""Nguyễn Ái Quốc gửi Yêu sách của nhân dân An Nam đến Hội nghị Véc-xai chân dung""]","[""hochiminh.vn"", ""tulieuvankien.dangcongsan.vn"", ""dangcongsan.vn"", ""baotanglichsu.vn"", ""nhandan.vn"", ""qdnd.vn"", ""vietnamplus.vn"", ""luutru.gov.vn""]","[""Nguyễn Ái Quốc gửi Yêu sách của nhân dân An Nam đến Hội nghị Véc-xai"", ""Nguyễn Ái Quốc gửi Yêu sách của nhân dân An Nam đến Hội nghị Véc-xai Năm 1919"", ""Nguyễn Ái Quốc gửi Yêu sách của nhân dân An Nam đến Hội nghị Véc-xai Hội nghị Véc-xai"", ""Nguyễn Ái Quốc gửi Yêu sách của nhân dân An Nam đến Hội nghị Véc-xai Kí tên Nguyễn Ái Quốc Thay mặt người Việt Nam yêu nước"", ""Nguyễn Ái Quốc gửi Yêu sách của nhân dân An Nam đến Hội nghị Véc-xai ảnh tư liệu"", ""Nguyễn Ái Quốc gửi Yêu sách của nhân dân An Nam đến Hội nghị Véc-xai chân dung""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
85,nguyen-ai-quoc-doc-luan-cuong-le-nin,Nguyễn Ái Quốc đọc Sơ thảo lần thứ nhất những luận cương về vấn đề dân tộc và vấn đề thuộc địa của Lê-nin,Tháng 7 – 1920,"Tháng 7 – 1920, Nguyễn Ái Quốc đọc Sơ thảo lần thứ nhất những luận cương về vấn đề dân tộc và vấn đề thuộc địa của Lê-nin đăng trên báo Nhân đạo. Luận cương đã giúp Nguyễn Ái Quốc khẳng định con đường giành độc lập và tự do cho dân tộc Việt Nam là đi theo con đường cách mạng vô sản, gắn giải phóng dân tộc với giải phóng giai cấp, độc lập dân tộc với chủ nghĩa xã hội.",[],[],"[""Nguyễn Ái Quốc đọc Sơ thảo lần thứ nhất những luận cương về vấn đề dân tộc và vấn đề thuộc địa của Lê-nin"", ""Nguyễn Ái Quốc đọc Sơ thảo lần thứ nhất những luận cương về vấn đề dân tộc và vấn đề thuộc địa của Lê-nin Tháng 7 – 1920"", ""Nguyễn Ái Quốc đọc Sơ thảo lần thứ nhất những luận cương về vấn đề dân tộc và vấn đề thuộc địa của Lê-nin Việt Nam từ năm 1919 đến năm 1945"", ""Nguyễn Ái Quốc đọc Sơ thảo lần thứ nhất những luận cương về vấn đề dân tộc và vấn đề thuộc địa của Lê-nin Gắn giải phóng dân tộc với giải phóng giai cấp, độc lập dân tộc với chủ nghĩa xã hội Đăng trên báo Nhân đạo"", ""Nguyễn Ái Quốc đọc Sơ thảo lần thứ nhất những luận cương về vấn đề dân tộc và vấn đề thuộc địa của Lê-nin ảnh tư liệu"", ""Nguyễn Ái Quốc đọc Sơ thảo lần thứ nhất những luận cương về vấn đề dân tộc và vấn đề thuộc địa của Lê-nin chân dung""]","[""hochiminh.vn"", ""tulieuvankien.dangcongsan.vn"", ""dangcongsan.vn"", ""baotanglichsu.vn"", ""nhandan.vn"", ""qdnd.vn"", ""vietnamplus.vn"", ""luutru.gov.vn""]","[""Nguyễn Ái Quốc đọc Sơ thảo lần thứ nhất những luận cương về vấn đề dân tộc và vấn đề thuộc địa của Lê-nin"", ""Nguyễn Ái Quốc đọc Sơ thảo lần thứ nhất những luận cương về vấn đề dân tộc và vấn đề thuộc địa của Lê-nin Tháng 7 – 1920"", ""Nguyễn Ái Quốc đọc Sơ thảo lần thứ nhất những luận cương về vấn đề dân tộc và vấn đề thuộc địa của Lê-nin Việt Nam từ năm 1919 đến năm 1945"", ""Nguyễn Ái Quốc đọc Sơ thảo lần thứ nhất những luận cương về vấn đề dân tộc và vấn đề thuộc địa của Lê-nin Gắn giải phóng dân tộc với giải phóng giai cấp, độc lập dân tộc với chủ nghĩa xã hội Đăng trên báo Nhân đạo"", ""Nguyễn Ái Quốc đọc Sơ thảo lần thứ nhất những luận cương về vấn đề dân tộc và vấn đề thuộc địa của Lê-nin ảnh tư liệu"", ""Nguyễn Ái Quốc đọc Sơ thảo lần thứ nhất những luận cương về vấn đề dân tộc và vấn đề thuộc địa của Lê-nin chân dung""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
86,nguyen-ai-quoc-gia-nhap-quoc-te-cong-san-va-sang-lap-dang-cong-san-phap,Nguyễn Ái Quốc bỏ phiếu tán thành gia nhập Quốc tế Cộng sản và sáng lập Đảng Cộng sản Pháp,Tháng 12 - 1920,"Tại Đại hội lần thứ XVIII của Đảng Xã hội Pháp (12 – 1920), Nguyễn Ái Quốc đã bỏ phiếu tán thành việc gia nhập Quốc tế Cộng sản, trở thành người cộng sản Việt Nam đầu tiên và một trong những người sáng lập Đảng Cộng sản Pháp.","[""Pháp"", ""Đảng Xã hội Pháp""]",[],"[""Nguyễn Ái Quốc bỏ phiếu tán thành gia nhập Quốc tế Cộng sản và sáng lập Đảng Cộng sản Pháp"", ""Nguyễn Ái Quốc bỏ phiếu tán thành gia nhập Quốc tế Cộng sản và sáng lập Đảng Cộng sản Pháp Tháng 12 - 1920"", ""Nguyễn Ái Quốc bỏ phiếu tán thành gia nhập Quốc tế Cộng sản và sáng lập Đảng Cộng sản Pháp Pháp"", ""Nguyễn Ái Quốc bỏ phiếu tán thành gia nhập Quốc tế Cộng sản và sáng lập Đảng Cộng sản Pháp Bỏ phiếu tán thành gia nhập Quốc tế Cộng sản Trở thành người cộng sản Việt Nam đầu tiên"", ""Nguyễn Ái Quốc bỏ phiếu tán thành gia nhập Quốc tế Cộng sản và sáng lập Đảng Cộng sản Pháp ảnh tư liệu"", ""Nguyễn Ái Quốc bỏ phiếu tán thành gia nhập Quốc tế Cộng sản và sáng lập Đảng Cộng sản Pháp chân dung""]","[""hochiminh.vn"", ""tulieuvankien.dangcongsan.vn"", ""dangcongsan.vn"", ""baotanglichsu.vn"", ""nhandan.vn"", ""qdnd.vn"", ""vietnamplus.vn"", ""luutru.gov.vn""]","[""Nguyễn Ái Quốc bỏ phiếu tán thành gia nhập Quốc tế Cộng sản và sáng lập Đảng Cộng sản Pháp"", ""Nguyễn Ái Quốc bỏ phiếu tán thành gia nhập Quốc tế Cộng sản và sáng lập Đảng Cộng sản Pháp Tháng 12 - 1920"", ""Nguyễn Ái Quốc bỏ phiếu tán thành gia nhập Quốc tế Cộng sản và sáng lập Đảng Cộng sản Pháp Pháp"", ""Nguyễn Ái Quốc bỏ phiếu tán thành gia nhập Quốc tế Cộng sản và sáng lập Đảng Cộng sản Pháp Bỏ phiếu tán thành gia nhập Quốc tế Cộng sản Trở thành người cộng sản Việt Nam đầu tiên"", ""Nguyễn Ái Quốc bỏ phiếu tán thành gia nhập Quốc tế Cộng sản và sáng lập Đảng Cộng sản Pháp ảnh tư liệu"", ""Nguyễn Ái Quốc bỏ phiếu tán thành gia nhập Quốc tế Cộng sản và sáng lập Đảng Cộng sản Pháp chân dung""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
87,nguyen-ai-quoc-hoat-dong-phap-1921-1923,Nguyễn Ái Quốc hoạt động ở Pháp,Từ năm 1921 đến tháng 6 – 1923,"Từ năm 1921 đến tháng 6 – 1923, Nguyễn Ái Quốc hoạt động ở Pháp: tham gia thành lập Hội Liên hiệp các dân tộc thuộc địa, làm Chủ nhiệm kiêm chủ bút Báo Người cùng khổ,...","[""Pháp""]",[],"[""Nguyễn Ái Quốc hoạt động ở Pháp"", ""Nguyễn Ái Quốc hoạt động ở Pháp Từ năm 1921 đến tháng 6 – 1923"", ""Nguyễn Ái Quốc hoạt động ở Pháp Pháp"", ""Nguyễn Ái Quốc hoạt động ở Pháp Tham gia thành lập Hội Liên hiệp các dân tộc thuộc địa Làm Chủ nhiệm kiêm chủ bút Báo Người cùng khổ"", ""Nguyễn Ái Quốc hoạt động ở Pháp ảnh tư liệu"", ""Nguyễn Ái Quốc hoạt động ở Pháp chân dung""]","[""hochiminh.vn"", ""tulieuvankien.dangcongsan.vn"", ""dangcongsan.vn"", ""baotanglichsu.vn"", ""nhandan.vn"", ""qdnd.vn"", ""vietnamplus.vn"", ""luutru.gov.vn""]","[""Nguyễn Ái Quốc hoạt động ở Pháp"", ""Nguyễn Ái Quốc hoạt động ở Pháp Từ năm 1921 đến tháng 6 – 1923"", ""Nguyễn Ái Quốc hoạt động ở Pháp Pháp"", ""Nguyễn Ái Quốc hoạt động ở Pháp Tham gia thành lập Hội Liên hiệp các dân tộc thuộc địa Làm Chủ nhiệm kiêm chủ bút Báo Người cùng khổ"", ""Nguyễn Ái Quốc hoạt động ở Pháp ảnh tư liệu"", ""Nguyễn Ái Quốc hoạt động ở Pháp chân dung""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
88,nguyen-ai-quoc-thanh-lap-hoi-lien-hiep-thuoc-dia-1921,Nguyễn Ái Quốc tham gia thành lập Hội Liên hiệp thuộc địa,Năm 1921,"Năm 1921, Nguyễn Ái Quốc tham gia thành lập Hội Liên hiệp thuộc địa – một hình thức liên minh của các dân tộc bị áp bức.","[""Pháp""]",[],"[""Nguyễn Ái Quốc tham gia thành lập Hội Liên hiệp thuộc địa"", ""Nguyễn Ái Quốc tham gia thành lập Hội Liên hiệp thuộc địa Năm 1921"", ""Nguyễn Ái Quốc tham gia thành lập Hội Liên hiệp thuộc địa Pháp"", ""Nguyễn Ái Quốc tham gia thành lập Hội Liên hiệp thuộc địa Là liên minh của các dân tộc bị áp bức Diễn ra năm 1921"", ""Nguyễn Ái Quốc tham gia thành lập Hội Liên hiệp thuộc địa ảnh tư liệu"", ""Nguyễn Ái Quốc tham gia thành lập Hội Liên hiệp thuộc địa chân dung""]","[""hochiminh.vn"", ""tulieuvankien.dangcongsan.vn"", ""dangcongsan.vn"", ""baotanglichsu.vn"", ""nhandan.vn"", ""qdnd.vn"", ""vietnamplus.vn"", ""luutru.gov.vn""]","[""Nguyễn Ái Quốc tham gia thành lập Hội Liên hiệp thuộc địa"", ""Nguyễn Ái Quốc tham gia thành lập Hội Liên hiệp thuộc địa Năm 1921"", ""Nguyễn Ái Quốc tham gia thành lập Hội Liên hiệp thuộc địa Pháp"", ""Nguyễn Ái Quốc tham gia thành lập Hội Liên hiệp thuộc địa Là liên minh của các dân tộc bị áp bức Diễn ra năm 1921"", ""Nguyễn Ái Quốc tham gia thành lập Hội Liên hiệp thuộc địa ảnh tư liệu"", ""Nguyễn Ái Quốc tham gia thành lập Hội Liên hiệp thuộc địa chân dung""]",not_attempted,[],,,Needs manual trusted-source/image search.,False
